CEP,solteiro,casado,numero_de_dependentes
36274,0,20,0
36276,200,80,240
36276,80,90,210
36276,30,70,80
36276,0,50,50
36276,0,70,70
36276,0,0,0
36277,540,130,420
36277,250,250,500
36277,90,260,330
36277,30,170,150
36277,0,150,130
36277,0,0,0
36278,380,150,500
36278,190,180,370
36278,70,150,170
36278,0,120,70
36278,30,170,110
36278,0,50,30
36279,240,90,160
36279,100,150,210
36279,40,110,120
36279,0,80,80
36279,0,80,80
36279,0,0,0
36280,280,160,360
36280,120,160,260
36280,40,160,170
36280,20,100,90
36280,0,130,140
36280,0,0,0
36301,4000,890,4850
36301,1560,1150,2670
36301,490,1040,1200
36301,150,790,830
36301,110,1040,980
36301,20,240,220
36303,3480,620,4020
36303,1240,760,2280
36303,400,660,860
36303,130,610,580
36303,100,1020,990
36303,30,460,570
36305,1390,290,900
36305,710,450,830
36305,300,510,610
36305,140,520,500
36305,100,910,980
36305,20,380,480
36310,590,200,660
36310,270,230,430
36310,80,180,140
36310,30,120,80
36310,30,150,110
36310,0,20,0
36311,250,80,240
36311,110,100,170
36311,40,90,100
36311,0,80,100
36311,0,110,110
36311,0,0,0
36312,550,180,490
36312,250,200,430
36312,50,200,200
36312,30,210,190
36312,0,210,200
36312,0,30,30
36314,50,30,60
36314,20,60,50
36314,0,0,40
36314,0,20,0
36314,0,20,20
36314,0,0,0
36316,150,60,140
36316,70,90,100
36316,40,60,80
36316,0,70,70
36316,0,90,60
36316,0,0,0
36317,40,20,60
36317,30,50,50
36317,0,0,0
36317,0,0,0
36317,0,0,0
36317,0,0,0
36318,120,50,80
36318,50,50,60
36318,30,50,50
36318,0,40,60
36318,0,50,40
36318,0,0,0
36319,170,80,160
36319,80,70,150
36319,30,100,100
36319,20,70,60
36319,0,100,100
36319,0,0,0
36320,330,110,380
36320,120,140,250
36320,40,110,120
36320,0,80,70
36320,0,100,100
36320,0,0,0
36321,190,50,190
36321,80,80,150
36321,30,70,80
36321,0,40,50
36321,0,60,30
36321,0,0,0
36322,850,230,940
36322,360,290,580
36322,130,210,230
36322,60,220,190
36322,30,230,180
36322,0,30,0
36323,630,220,850
36323,280,290,490
36323,100,230,230
36323,30,190,170
36323,20,190,190
36323,0,30,0
36330,3330,670,3170
36330,1390,1080,2470
36330,600,1190,1670
36330,220,1200,1450
36330,170,1900,1980
36330,0,320,300
36340,470,170,640
36340,170,220,360
36340,60,170,210
36340,40,120,140
36340,0,110,80
36340,0,30,30
36343,170,60,180
36343,80,50,120
36343,0,40,30
36343,0,20,30
36343,0,40,20
36343,0,0,0
36344,500,180,550
36344,180,220,330
36344,60,180,190
36344,30,150,170
36344,0,170,160
36344,0,0,0
36345,800,200,790
36345,300,290,610
36345,100,290,330
36345,40,280,290
36345,30,420,440
36345,0,70,80
36346,120,60,120
36346,50,60,110
36346,20,60,70
36346,0,40,40
36346,0,70,60
36346,0,0,0
36350,700,170,840
36350,290,250,560
36350,110,260,300
36350,30,180,180
36350,20,250,270
36350,0,40,40
36351,330,100,260
36351,120,140,230
36351,50,150,150
36351,30,140,160
36351,0,170,150
36351,0,0,30
36352,500,160,430
36352,170,200,340
36352,60,210,230
36352,40,180,200
36352,0,250,270
36352,0,30,40
36353,220,60,180
36353,80,90,150
36353,40,70,70
36353,0,60,50
36353,0,80,90
36353,0,0,0
36360,1850,500,2170
36360,700,630,1140
36360,280,570,660
36360,130,580,570
36360,50,650,530
36360,0,70,40
36362,220,60,110
36362,200,390,710
36362,50,240,440
36362,0,130,210
36362,0,100,160
36362,0,0,0
36370,90,30,70
36370,40,40,80
36370,0,30,30
36370,0,40,60
36370,0,30,0
36370,0,0,0
36371,50,0,40
36371,40,40,40
36371,0,30,30
36371,0,0,0
36371,0,30,20
36371,0,0,0
36373,50,20,70
36373,20,30,50
36373,0,30,30
36373,0,0,0
36373,0,0,0
36373,0,0,0
36374,90,40,80
36374,40,60,90
36374,20,40,50
36374,0,40,30
36374,0,50,40
36374,0,0,0
36375,680,250,810
36375,240,320,530
36375,60,250,250
36375,30,190,180
36375,0,190,200
36375,0,20,30
36376,250,80,260
36376,80,90,160
36376,40,80,70
36376,0,50,30
36376,0,50,40
36376,0,0,0
36401,680,190,1300
36401,250,200,550
36401,80,150,200
36401,20,130,100
36401,20,110,110
36401,0,20,20
36420,1100,310,1200
36420,400,400,730
36420,140,340,380
36420,40,260,270
36420,30,340,360
36420,0,90,90
36421,710,320,760
36421,320,390,610
36421,120,300,370
36421,30,260,210
36421,40,350,360
36421,0,80,90
36425,70,30,160
36425,40,30,80
36425,20,0,30
36425,0,20,0
36425,0,0,0
36425,0,0,0
36426,1250,390,1620
36426,510,490,1160
36426,200,400,600
36426,60,370,390
36426,50,430,460
36426,0,60,60
36432,200,90,310
36432,80,90,210
36432,40,60,70
36432,0,60,50
36432,0,40,30
36432,0,0,0
36435,40,30,130
36435,30,0,50
36435,0,0,0
36435,0,0,0
36435,0,0,0
36435,0,0,0
36436,40,20,50
36436,30,30,30
36436,0,0,20
36436,0,30,30
36436,0,0,0
36436,0,0,0
36439,50,20,60
36439,40,30,40
36439,0,30,60
36439,0,30,0
36439,0,30,40
36439,0,0,0
36441,300,120,370
36441,130,160,280
36441,40,130,170
36441,20,110,120
36441,0,120,130
36441,0,0,0
36442,290,110,330
36442,120,120,200
36442,40,90,90
36442,0,60,40
36442,0,70,60
36442,0,0,0
36444,60,0,60
36444,20,60,50
36444,0,0,30
36444,0,20,30
36444,0,0,0
36444,0,0,0
36445,300,130,560
36445,110,150,340
36445,70,130,150
36445,0,100,90
36445,0,110,110
36445,0,0,0
36446,40,30,80
36446,40,0,40
36446,0,20,30
36446,0,30,30
36446,0,0,0
36446,0,0,0
36451,380,120,580
36451,140,140,350
36451,90,150,170
36451,40,140,170
36451,0,180,190
36451,0,30,30
36453,180,100,180
36453,90,120,150
36453,30,80,80
36453,0,60,50
36453,0,100,90
36453,0,0,0
36455,60,30,50
36455,0,0,40
36455,0,20,0
36455,0,0,0
36455,0,0,0
36455,0,0,0
36456,160,50,200
36456,70,80,180
36456,30,50,50
36456,0,50,50
36456,0,50,50
36456,0,0,0
36460,710,190,1280
36460,250,210,660
36460,100,200,290
36460,40,190,240
36460,30,290,290
36460,0,60,70
36467,920,350,1120
36467,320,410,660
36467,80,290,320
36467,50,240,230
36467,0,260,280
36467,0,50,50
36471,90,20,180
36471,50,30,110
36471,0,0,30
36471,0,30,40
36471,0,0,0
36471,0,0,0
36474,240,110,260
36474,100,120,210
36474,40,110,110
36474,0,80,80
36474,0,100,120
36474,0,0,0
36475,170,50,240
36475,70,60,130
36475,40,50,70
36475,0,40,50
36475,0,50,50
36475,0,0,0
36477,380,160,490
36477,160,190,350
36477,40,150,160
36477,20,100,110
36477,0,110,110
36477,0,30,20
36480,150,50,130
36480,80,70,120
36480,20,70,90
36480,20,60,80
36480,0,60,60
36480,0,0,0
36481,40,0,60
36481,0,0,50
36481,0,0,0
36481,0,0,0
36481,0,0,0
36481,0,0,0
36482,90,0,160
36482,50,60,100
36482,0,0,50
36482,0,20,20
36482,0,0,0
36482,0,0,0
36483,50,20,60
36483,20,40,20
36483,0,0,20
36483,0,30,20
36483,0,0,0
36483,0,0,0
36502,1330,350,2330
36502,600,410,1370
36502,250,350,510
36502,70,300,300
36502,40,350,340
36502,0,50,40
36505,120,30,150
36505,50,50,120
36505,40,50,70
36505,0,40,50
36505,0,70,80
36505,0,0,0
36507,1900,480,2180
36507,820,580,1460
36507,290,590,710
36507,100,550,540
36507,60,650,690
36507,0,110,100
36509,250,80,450
36509,50,50,130
36509,30,50,60
36509,0,30,30
36509,0,30,20
36509,0,0,0
36511,100,30,100
36511,40,30,70
36511,20,40,60
36511,0,0,0
36511,0,30,0
36511,0,0,0
36513,60,20,100
36513,40,30,70
36513,20,0,0
36513,0,20,30
36513,0,0,0
36513,0,0,0
36518,200,60,190
36518,90,70,150
36518,40,90,110
36518,40,100,100
36518,0,140,120
36518,0,30,30
36521,380,170,480
36521,150,170,340
36521,70,190,240
36521,40,190,220
36521,0,190,200
36521,0,20,0
36522,620,210,910
36522,250,210,530
36522,130,250,390
36522,50,200,200
36522,0,230,280
36522,0,0,0
36523,270,100,360
36523,80,110,150
36523,40,60,80
36523,20,60,40
36523,0,70,50
36523,0,20,20
36524,90,40,140
36524,60,20,60
36524,0,50,20
36524,0,0,20
36524,0,40,50
36524,0,0,0
36525,170,70,190
36525,90,50,130
36525,50,60,70
36525,0,50,60
36525,0,120,130
36525,0,0,0
36526,3240,500,1640
36526,1600,880,1800
36526,820,1080,1440
36526,330,1210,1380
36526,250,2310,2600
36526,60,580,740
36527,1370,190,510
36527,530,280,520
36527,320,440,610
36527,140,550,670
36527,120,1400,1910
36527,30,510,710
36528,180,40,70
36528,80,50,50
36528,40,70,40
36528,40,70,40
36528,0,110,50
36528,0,20,0
36529,40,20,50
36529,40,20,40
36529,0,40,50
36529,0,0,0
36529,0,30,30
36529,0,0,0
36530,840,250,550
36530,350,310,490
36530,100,280,250
36530,40,230,180
36530,40,250,170
36530,0,50,60
36532,3090,660,1460
36532,1250,870,1310
36532,580,1000,1120
36532,280,1110,990
36532,270,2100,2290
36532,70,1030,1290
36535,3200,980,3270
36535,1320,1220,2180
36535,470,1050,880
36535,130,810,590
36535,90,830,480
36535,0,120,90
36538,50,0,60
36538,0,40,20
36538,0,0,0
36538,0,0,30
36538,0,0,0
36538,0,0,0
36539,70,20,50
36539,40,30,40
36539,0,30,50
36539,0,20,0
36539,0,40,40
36539,0,0,0
36540,90,0,200
36540,30,60,120
36540,0,0,30
36540,0,30,30
36540,0,0,0
36540,0,0,0
36541,1280,390,1530
36541,560,470,1060
36541,190,520,770
36541,70,420,470
36541,40,530,570
36541,0,90,70
36542,1660,390,850
36542,710,450,670
36542,290,450,390
36542,120,440,320
36542,120,630,400
36542,20,190,110
36544,1090,350,1670
36544,410,380,940
36544,140,360,560
36544,40,270,280
36544,20,270,270
36544,0,30,20
36545,760,210,1190
36545,320,260,650
36545,140,200,360
36545,60,220,260
36545,30,320,320
36545,0,50,30
36548,80,30,100
36548,40,40,80
36548,40,30,50
36548,0,40,30
36548,0,80,90
36548,0,0,0
36549,480,230,240
36549,260,270,220
36549,100,220,140
36549,50,180,80
36549,30,200,120
36549,0,30,0
36551,900,220,900
36551,370,320,710
36551,180,330,410
36551,30,310,300
36551,20,360,350
36551,0,50,30
36553,240,70,530
36553,110,90,290
36553,30,70,140
36553,30,60,90
36553,0,90,120
36553,0,0,0
36555,160,40,60
36555,70,40,60
36555,30,50,0
36555,20,50,20
36555,0,70,80
36555,0,30,0
36556,50,0,30
36556,0,50,40
36556,0,0,0
36556,0,0,20
36556,0,0,0
36556,0,0,0
36558,210,110,340
36558,100,140,200
36558,50,120,160
36558,30,120,130
36558,0,140,180
36558,0,20,0
36559,100,30,50
36559,30,0,0
36559,20,40,50
36559,30,0,0
36559,0,50,50
36559,0,60,70
36560,340,60,610
36560,110,80,250
36560,50,70,110
36560,20,40,70
36560,0,50,50
36560,0,0,0
36561,930,200,370
36561,460,210,290
36561,190,250,240
36561,90,250,170
36561,90,510,310
36561,50,260,180
36562,140,50,170
36562,80,70,140
36562,30,80,110
36562,0,40,50
36562,0,50,80
36562,0,0,0
36564,90,30,40
36564,30,0,40
36564,30,30,40
36564,0,30,0
36564,20,80,40
36564,0,80,60
36567,1400,410,1370
36567,620,560,1160
36567,190,550,680
36567,70,390,350
36567,30,390,410
36567,0,50,30
36568,50,20,60
36568,40,0,50
36568,0,30,50
36568,0,0,0
36568,0,0,0
36568,0,0,0
36569,60,20,60
36569,40,30,50
36569,0,30,40
36569,0,30,30
36569,0,50,50
36569,0,0,0
36571,1490,350,1250
36571,680,510,1050
36571,310,520,650
36571,110,560,600
36571,70,870,1070
36571,0,130,130
36572,570,140,330
36572,290,200,370
36572,140,280,340
36572,70,280,320
36572,30,430,430
36572,0,40,20
36574,110,50,110
36574,60,50,70
36574,30,50,50
36574,0,40,30
36574,0,70,40
36574,0,0,0
36575,1820,500,1640
36575,840,730,1670
36575,340,810,1180
36575,130,690,830
36575,50,780,860
36575,0,70,70
36576,460,160,370
36576,200,190,350
36576,90,200,240
36576,40,150,140
36576,0,180,170
36576,0,0,0
36578,170,50,120
36578,70,70,110
36578,30,80,130
36578,20,90,80
36578,0,130,140
36578,0,0,0
36579,120,40,170
36579,90,50,120
36579,50,50,60
36579,20,40,30
36579,0,80,50
36579,0,0,0
36580,610,210,720
36580,250,270,480
36580,70,220,230
36580,20,160,120
36580,30,160,150
36580,0,30,0
36582,2410,550,3220
36582,990,730,1860
36582,410,750,940
36582,130,600,570
36582,80,720,690
36582,0,160,140
36583,40,40,40
36583,30,0,40
36583,20,30,40
36583,0,30,20
36583,0,40,40
36583,0,0,0
36584,50,40,60
36584,30,0,50
36584,0,30,40
36584,0,30,30
36584,0,30,30
36584,0,0,0
36585,80,20,90
36585,40,30,60
